Name	hemisphere	Area µm^2	Area mm^2	count	density µm^-2	density mm^-2	coverage index	relative count	relative density	channel	animal
I5	both	226875.5	0.2268755	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
I5	both	226875.5	0.2268755	4	1.7630815138699417e-05	17.63081513869942	7.052326055479767e-05	0.00032591868328851953	0.002862667637848101	Negative	animalid0
ICB	Left	114461.79999999999	0.11446179999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ICB	Left	114461.79999999999	0.11446179999999999	3	2.62096175317879e-05	26.2096175317879	7.86288525953637e-05	0.0005655042412818096	0.004500692995423271	Negative	animalid0
ICB	Right	95001.1	0.0950011	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ICB	Right	95001.1	0.0950011	2	2.1052387814456883e-05	21.052387814456885	4.2104775628913766e-05	0.0002870264064293915	0.0032178996958914085	Negative	animalid0
ICB	both	209462.9	0.2094629	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ICB	both	209462.9	0.2094629	5	2.3870575648479994e-05	23.870575648479992	0.00011935287824239997	0.0004073983541106494	0.0038758006290768366	Negative	animalid0
ICc	Left	5075084.9	5.0750849	17	3.3496976572746595e-06	3.3496976572746595	5.6944860173669206e-05	0.03624733475479744	0.005712036853414164	Positive	animalid0
ICc	Left	5075084.9	5.0750849	40	7.88164154652861e-06	7.88164154652861	0.0003152656618611444	0.007540056550424128	0.0013534287121082823	Negative	animalid0
ICc	Right	5071298.100000001	5.071298100000001	5	9.859408580221304e-07	0.9859408580221303	4.929704290110652e-06	0.018867924528301886	0.0041097801137089125	Positive	animalid0
ICc	Right	5071298.100000001	5.071298100000001	227	4.476171495420472e-05	44.76171495420471	0.01016090929460447	0.032577497129735934	0.006841917895878796	Negative	animalid0
ICc	both	10146383.0	10.146383	22	2.168260354453405e-06	2.1682603544534045	4.7701727797974905e-05	0.02997275204359673	0.0051249544043451	Positive	animalid0
ICc	both	10146383.0	10.146383	267	2.631479611995723e-05	26.31479611995723	0.007026050564028581	0.021755072109508677	0.0042726620781034	Negative	animalid0
ICd	both	11655764.3	11.655764300000001	25	2.1448614914081608e-06	2.144861491408161	5.362153728520402e-05	0.0340599455040872	0.005069648266420247	Positive	animalid0
ICd	both	11655764.3	11.655764300000001	147	1.2611785569479985e-05	12.611785569479986	0.001853932478713558	0.011977511610853092	0.0020477414187154417	Negative	animalid0
ICd	Right	5909722.2	5.9097222	10	1.6921269158810883e-06	1.6921269158810883	1.6921269158810884e-05	0.03773584905660377	0.007053434789902576	Positive	animalid0
ICd	Right	5909722.2	5.9097222	109	1.8444183383103863e-05	18.444183383103862	0.002010415988758321	0.01564293915040184	0.0028192304180667807	Negative	animalid0
ICd	Left	5746042.1	5.7460420999999995	15	2.6104925336345867e-06	2.6104925336345866	3.91573880045188e-05	0.031982942430703626	0.004451515056978357	Positive	animalid0
ICd	Left	5746042.1	5.7460420999999995	38	6.613247751874286e-06	6.613247751874287	0.00025130341457122287	0.0071630537229029215	0.001135621219873212	Negative	animalid0
ICe	Right	7990314.1	7.9903141	3	3.754545769358429e-07	0.3754545769358429	1.1263637308075287e-06	0.011320754716981131	0.0015650388573888326	Positive	animalid0
ICe	Right	7990314.1	7.9903141	350	4.380303397584833e-05	43.80303397584834	0.015331061891546918	0.050229621125143516	0.006695381585798501	Negative	animalid0
ICe	Left	7943468.4	7.9434684	5	6.294479625549967e-07	0.6294479625549967	3.1472398127749836e-06	0.010660980810234541	0.0010733595468272413	Positive	animalid0
ICe	Left	7943468.4	7.9434684	66	8.308713105725957e-06	8.308713105725957	0.0005483750649779132	0.012441093308199811	0.0014267650731861494	Negative	animalid0
ICe	both	15933782.5	15.9337825	8	5.020778964442372e-07	0.5020778964442373	4.016623171553898e-06	0.010899182561307902	0.0011867238735520185	Positive	animalid0
ICe	both	15933782.5	15.9337825	416	2.610805061510034e-05	26.10805061510034	0.01086094905588174	0.03389554306200603	0.00423909337119062	Negative	animalid0
IF	both	106430.5	0.1064305	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IF	both	106430.5	0.1064305	4	3.758321157938749e-05	37.58321157938749	0.00015033284631754996	0.00032591868328851953	0.0061022841353804294	Negative	animalid0
IF	Left	54017.5	0.0540175	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IF	Left	54017.5	0.0540175	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
IF	Right	52413.0	0.052413	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IF	Right	52413.0	0.052413	4	7.631694426955145e-05	76.31694426955144	0.0003052677770782058	0.000574052812858783	0.011665197977576145	Negative	animalid0
III	Left	19445.2	0.0194452	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
III	Left	19445.2	0.0194452	2	0.00010285314627774464	102.85314627774464	0.00020570629255548927	0.00037700282752120643	0.01766185387665643	Negative	animalid0
III	Right	19393.8	0.0193938	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
III	Right	19393.8	0.0193938	1	5.15628706081325e-05	51.5628706081325	5.15628706081325e-05	0.00014351320321469576	0.007881488176616993	Negative	animalid0
III	both	38839.0	0.038839	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
III	both	38839.0	0.038839	3	7.724194752697031e-05	77.24194752697032	0.00023172584258091095	0.0002444390124663896	0.012541565533431736	Negative	animalid0
IP	Left	1514303.5	1.5143035	1	6.603696022626904e-07	0.6603696022626904	6.603696022626904e-07	0.0021321961620469083	0.0011260883491401178	Positive	animalid0
IP	Left	1514303.5	1.5143035	10	6.603696022626904e-06	6.603696022626904	6.603696022626904e-05	0.001885014137606032	0.0011339810051365514	Negative	animalid0
IP	Right	1547907.5	1.5479075	12	7.752401225525427e-06	7.7524012255254275	9.302881470630512e-05	0.045283018867924525	0.03231498535730818	Positive	animalid0
IP	Right	1547907.5	1.5479075	121	7.817004569071473e-05	78.17004569071473	0.009458575528576482	0.017365097588978185	0.01194844824600994	Negative	animalid0
IP	both	3062211.0	3.062211	13	4.245298576747324e-06	4.245298576747324	5.5188881497715216e-05	0.017711171662125342	0.010034293895552908	Positive	animalid0
IP	both	3062211.0	3.062211	131	4.27795471964538e-05	42.779547196453805	0.005604120682735449	0.010673836877699015	0.006945999056633385	Negative	animalid0
IPA	Left	62333.299999999996	0.062333299999999994	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPA	Left	62333.299999999996	0.062333299999999994	6	9.625673596616897e-05	96.25673596616897	0.0005775404157970139	0.0011310084825636192	0.016529123967559536	Negative	animalid0
IPA	both	123047.4	0.12304739999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPA	both	123047.4	0.12304739999999999	9	7.31425450679982e-05	73.1425450679982	0.0006582829056119837	0.0007333170373991689	0.01187595667408548	Negative	animalid0
IPA	Right	60714.100000000006	0.06071410000000001	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPA	Right	60714.100000000006	0.06071410000000001	3	4.941191584821318e-05	49.41191584821318	0.00014823574754463953	0.00043053960964408724	0.007552710428039349	Negative	animalid0
IPC	Left	152238.2	0.15223820000000002	3	1.970596079039295e-05	19.705960790392947	5.9117882371178846e-05	0.006396588486140725	0.03360338328511705	Positive	animalid0
IPC	Left	152238.2	0.15223820000000002	10	6.56865359679765e-05	65.6865359679765	0.000656865359679765	0.001885014137606032	0.011279635498920755	Negative	animalid0
IPC	Right	147857.8	0.14785779999999998	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPC	Right	147857.8	0.14785779999999998	12	8.11590595829236e-05	81.1590595829236	0.0009739087149950832	0.001722158438576349	0.012405325013601554	Negative	animalid0
IPC	both	300096.0	0.300096	3	9.996801023672424e-06	9.996801023672425	2.9990403071017273e-05	0.004087193460490463	0.02362868893046146	Positive	animalid0
IPC	both	300096.0	0.300096	22	7.330987417359778e-05	73.30987417359779	0.0016128172318191512	0.0017925527580868574	0.011903125447151372	Negative	animalid0
IPDL	Right	52631.5	0.0526315	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDL	Right	52631.5	0.0526315	8	0.000152000228000342	152.00022800034202	0.001216001824002736	0.001148105625717566	0.023233539671060056	Negative	animalid0
IPDL	Left	56288.100000000006	0.05628810000000001	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDL	Left	56288.100000000006	0.05628810000000001	7	0.000124360211128107	124.360211128107	0.0008705214778967489	0.0013195098963242225	0.021355028567463786	Negative	animalid0
IPDL	both	108919.6	0.1089196	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDL	both	108919.6	0.1089196	15	0.000137716260434302	137.716260434302	0.0020657439065145298	0.0012221950623319481	0.02236061570887862	Negative	animalid0
IPDM	Right	30874.300000000003	0.030874300000000004	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDM	Right	30874.300000000003	0.030874300000000004	4	0.00012955759320859095	129.55759320859096	0.0005182303728343638	0.000574052812858783	0.019803137936688395	Negative	animalid0
IPDM	Left	32067.8	0.0320678	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDM	Left	32067.8	0.0320678	5	0.00015591964525162312	155.9196452516231	0.0007795982262581156	0.000942507068803016	0.026774387469857577	Negative	animalid0
IPDM	both	62942.1	0.0629421	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPDM	both	62942.1	0.0629421	9	0.00014298855614922287	142.98855614922286	0.0012868970053430057	0.0007333170373991689	0.023216664065210176	Negative	animalid0
IPI	Right	60063.2	0.0600632	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPI	Right	60063.2	0.0600632	3	4.994738875051613e-05	49.947388750516126	0.00014984216625154838	0.00043053960964408724	0.007634558534993539	Negative	animalid0
IPI	Left	64939.5	0.0649395	2	3.07978965036688e-05	30.797896503668802	6.15957930073376e-05	0.0042643923240938165	0.052517790510000925	Positive	animalid0
IPI	Left	64939.5	0.0649395	2	3.07978965036688e-05	30.797896503668802	6.15957930073376e-05	0.00037700282752120643	0.005288588316854297	Negative	animalid0
IPI	both	125002.7	0.1250027	2	1.59996544074648e-05	15.9996544074648	3.19993088149296e-05	0.0027247956403269754	0.03781718332631088	Positive	animalid0
IPI	both	125002.7	0.1250027	5	3.9999136018662e-05	39.999136018662	0.00019999568009331	0.0004073983541106494	0.006494551234399406	Negative	animalid0
IPL	both	245522.5	0.2455225	2	8.145892942602002e-06	8.145892942602002	1.6291785885204004e-05	0.0027247956403269754	0.019253836296811253	Positive	animalid0
IPL	both	245522.5	0.2455225	24	9.775071531122402e-05	97.75071531122403	0.0023460171674693766	0.001955512099731117	0.015871518537093916	Negative	animalid0
IPL	Right	116922.0	0.116922	2	1.710542070782231e-05	17.105420707822308	3.421084141564462e-05	0.007547169811320755	0.07130196227252286	Positive	animalid0
IPL	Right	116922.0	0.116922	14	0.00011973794495475616	119.73794495475616	0.0016763312293665864	0.0020091848450057405	0.018302185008770334	Negative	animalid0
IPL	Left	128600.5	0.1286005	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IPL	Left	128600.5	0.1286005	10	7.776019533361068e-05	77.76019533361067	0.0007776019533361068	0.001885014137606032	0.013352913907891475	Negative	animalid0
IRN	both	2235803.8000000003	2.2358038000000002	23	1.0287128056585286e-05	10.287128056585287	0.00023660394530146156	0.031335149863760216	0.024314913166850406	Positive	animalid0
IRN	both	2235803.8000000003	2.2358038000000002	193	8.632242238786784e-05	86.32242238786783	0.01666022752085849	0.015725576468671065	0.01401593760960008	Negative	animalid0
IRN	Right	1047313.2000000001	1.0473132	3	2.8644726334013547e-06	2.864472633401355	8.593417900204065e-06	0.011320754716981131	0.01194022194052541	Positive	animalid0
IRN	Right	1047313.2000000001	1.0473132	99	9.452759690224471e-05	94.52759690224471	0.009358232093322226	0.01420780711825488	0.014448732752120176	Negative	animalid0
IRN	Left	1188490.6	1.1884906000000002	20	1.682806746641496e-05	16.82806746641496	0.00033656134932829923	0.042643923240938165	0.02869588583051649	Positive	animalid0
IRN	Left	1188490.6	1.1884906000000002	94	7.909191709215033e-05	79.09191709215031	0.00743464020666213	0.017719132893496702	0.013581596023654621	Negative	animalid0
IV	Left	25272.4	0.0252724	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IV	Left	25272.4	0.0252724	2	7.913771545243032e-05	79.13771545243031	0.00015827543090486063	0.00037700282752120643	0.013589460478718268	Negative	animalid0
IV	both	50961.8	0.0509618	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IV	both	50961.8	0.0509618	2	3.92450816101472e-05	39.24508161014721	7.84901632202944e-05	0.00016295934164425977	0.00637211746514651	Negative	animalid0
IV	Right	25689.4	0.0256894	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
IV	Right	25689.4	0.0256894	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
KF	both	1049373.6	1.0493736	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
KF	both	1049373.6	1.0493736	29	2.7635534189158178e-05	27.63553418915818	0.0008014304914855871	0.0023629104538417664	0.004487106736449154	Negative	animalid0
KF	Right	520323.8	0.5203238	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
KF	Right	520323.8	0.5203238	18	3.459384329527114e-05	34.593843295271135	0.0006226891793148805	0.0025832376578645237	0.0052877383221642815	Negative	animalid0
KF	Left	529049.8	0.5290498	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
KF	Left	529049.8	0.5290498	11	2.0791993494752288e-05	20.79199349475229	0.00022871192844227517	0.0020735155513666352	0.0035703832522249847	Negative	animalid0
LAV	both	1270439.0	1.270439	11	8.65842437141807e-06	8.658424371418068	9.524266808559876e-05	0.014986376021798364	0.020465268400931585	Positive	animalid0
LAV	both	1270439.0	1.270439	20	1.574258976621467e-05	15.74258976621467	0.0003148517953242934	0.0016295934164425976	0.0025560816051404547	Negative	animalid0
LAV	Left	664809.7	0.6648097	6	9.025139073632651e-06	9.025139073632651	5.41508344417959e-05	0.01279317697228145	0.01539002389777498	Positive	animalid0
LAV	Left	664809.7	0.6648097	8	1.2033518764843535e-05	12.033518764843535	9.626815011874828e-05	0.0015080113100848257	0.0020663854995037504	Negative	animalid0
LAV	Right	605629.3	0.6056293	5	8.255875334961502e-06	8.255875334961502	4.1279376674807504e-05	0.018867924528301886	0.03441365878775977	Positive	animalid0
LAV	Right	605629.3	0.6056293	12	1.9814100803907604e-05	19.814100803907603	0.00023776920964689124	0.001722158438576349	0.0030286250430685826	Negative	animalid0
LC	Left	67509.9	0.0675099	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
LC	Left	67509.9	0.0675099	7	0.00010368849605761526	103.68849605761525	0.0007258194724033068	0.0013195098963242225	0.01780529942287366	Negative	animalid0
LC	Right	75657.7	0.0756577	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
LC	Right	75657.7	0.0756577	4	5.286970129940509e-05	52.86970129940509	0.00021147880519762035	0.000574052812858783	0.008081239868495852	Negative	animalid0
LC	both	143167.6	0.1431676	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
LC	both	143167.6	0.1431676	11	7.683302646688217e-05	76.83302646688217	0.0008451632911357039	0.0008962763790434287	0.012475170129932812	Negative	animalid0
LDT	Left	559078.8202	0.5590788202	6	1.0731939367428752e-05	10.731939367428751	6.43916362045725e-05	0.01279317697228145	0.01830052722586148	Positive	animalid0
LDT	Left	559078.8202	0.5590788202	123	0.00022000475703228938	220.00475703228938	0.027060585114971596	0.023185673892554194	0.03777902778375562	Negative	animalid0
LDT	Right	641184.0	0.641184	1	1.5596147127813545e-06	1.5596147127813547	1.5596147127813545e-06	0.0037735849056603774	0.006501073040521847	Positive	animalid0
LDT	Right	641184.0	0.641184	134	0.0002089883715127015	208.98837151270152	0.028004441782702002	0.019230769230769232	0.03194429169092866	Negative	animalid0
LDT	both	1200262.8202	1.2002628201999999	7	5.832056014893129e-06	5.832056014893129	4.08243921042519e-05	0.009536784741144414	0.013784793462890474	Positive	animalid0
LDT	both	1200262.8202	1.2002628201999999	257	0.00021411977083250487	214.11977083250488	0.055028781103953754	0.02094027540128738	0.03476604647962292	Negative	animalid0
MARN	both	203370.15	0.20337015	2	9.834284923328227e-06	9.834284923328227	1.9668569846656453e-05	0.0027247956403269754	0.023244561810982785	Positive	animalid0
MARN	both	203370.15	0.20337015	7	3.44199972316488e-05	34.41999723164879	0.00024093998062154156	0.0005703576957549092	0.005588681600635894	Negative	animalid0
MARN	Right	109653.06	0.10965306	2	1.8239345076188482e-05	18.23934507618848	3.6478690152376964e-05	0.007547169811320755	0.07602859448544272	Positive	animalid0
MARN	Right	109653.06	0.10965306	4	3.6478690152376964e-05	36.47869015237696	0.00014591476060950786	0.000574052812858783	0.0055758409441441815	Negative	animalid0
MARN	Left	93717.09	0.09371709	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
MARN	Left	93717.09	0.09371709	3	3.2011237224715365e-05	32.011237224715366	9.60337116741461e-05	0.0005655042412818096	0.005496942142607494	Negative	animalid0
MEV	both	84516.82	0.08451682	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
MEV	both	84516.82	0.08451682	3	3.549589300685946e-05	35.49589300685946	0.00010648767902057838	0.0002444390124663896	0.00576337187973891	Negative	animalid0
MEV	Left	36640.02	0.036640019999999995	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
MEV	Left	36640.02	0.036640019999999995	1	2.7292561521527557e-05	27.292561521527556	2.7292561521527557e-05	0.00018850141376060322	0.004686655206552284	Negative	animalid0
MEV	Right	47876.8	0.047876800000000004	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
MEV	Right	47876.8	0.047876800000000004	2	4.177388630819102e-05	41.77388630819102	8.354777261638204e-05	0.0002870264064293915	0.006385222295545008	Negative	animalid0
MRN	both	10662566.5	10.6625665	14	1.3130047066998363e-06	1.3130047066998363	1.8382065893797706e-05	0.01907356948228883	0.0031034507644371444	Positive	animalid0
MRN	both	10662566.5	10.6625665	791	7.418476592854075e-05	74.18476592854074	0.058680149849475734	0.06445041962030473	0.012045179248622973	Negative	animalid0
MRN	Left	5386483.0	5.386483	10	1.8564989437449259e-06	1.856498943744926	1.856498943744926e-05	0.021321961620469083	0.0031657753833291636	Positive	animalid0
MRN	Left	5386483.0	5.386483	368	6.831916112981328e-05	68.31916112981327	0.025141451295771285	0.06936852026390197	0.011731707628973145	Negative	animalid0
MRN	Right	5276083.5	5.2760835	4	7.58138115137867e-07	0.7581381151378669	3.032552460551468e-06	0.01509433962264151	0.00316021080137489	Positive	animalid0
MRN	Right	5276083.5	5.2760835	423	8.017310567582944e-05	80.17310567582942	0.03391322370087585	0.0607060849598163	0.012254619981670564	Negative	animalid0
MV	Right	3035278.4000000004	3.0352784	14	4.612426985280823e-06	4.612426985280822	6.457397779393151e-05	0.052830188679245285	0.019226366922321003	Positive	animalid0
MV	Right	3035278.4000000004	3.0352784	213	7.017478199034393e-05	70.17478199034394	0.01494722856394326	0.030568312284730195	0.010726356155709044	Negative	animalid0
MV	both	6027366.2	6.0273662	37	6.138667997308675e-06	6.138667997308675	0.00022713071590042098	0.05040871934604905	0.014509509213228333	Positive	animalid0
MV	both	6027366.2	6.0273662	439	7.283446623833806e-05	72.83446623833807	0.03197433067863041	0.035769575490915015	0.011825934750048719	Negative	animalid0
MV	Left	2992087.8	2.9920877999999997	23	7.68694020275742e-06	7.68694020275742	0.00017679962466342065	0.04904051172707889	0.013108074286282093	Positive	animalid0
MV	Left	2992087.8	2.9920877999999997	226	7.553254286187726e-05	75.53254286187726	0.01707035468678426	0.042601319509896325	0.012970383340110084	Negative	animalid0
NI	both	671560.0	0.67156	1	1.48907022455179e-06	1.4890702245517897	1.48907022455179e-06	0.0013623978201634877	0.0035196036260228725	Positive	animalid0
NI	both	671560.0	0.67156	108	0.0001608195842515933	160.81958425159328	0.017368515099172078	0.008799804448790027	0.026111839738975493	Negative	animalid0
NI	Left	344598.3	0.34459829999999997	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NI	Left	344598.3	0.34459829999999997	50	0.00014509647900178265	145.09647900178265	0.007254823950089133	0.00942507068803016	0.024915842663933596	Negative	animalid0
NI	Right	326961.7	0.3269617	1	3.0584621990893732e-06	3.0584621990893734	3.0584621990893732e-06	0.0037735849056603774	0.012748844945490433	Positive	animalid0
NI	Right	326961.7	0.3269617	58	0.00017739080754718364	177.39080754718364	0.010288666837736653	0.008323765786452353	0.027114540673054757	Negative	animalid0
NLL	both	7122326.5	7.1223265	15	2.1060534082508014e-06	2.1060534082508013	3.1590801123762015e-05	0.020435967302452316	0.004977920510436978	Positive	animalid0
NLL	both	7122326.5	7.1223265	651	9.140271791808477e-05	91.40271791808478	0.05950316936467319	0.05304326570520655	0.014840811416661574	Negative	animalid0
NLL	Left	3454128.1999999997	3.4541281999999995	10	2.8950865228453305e-06	2.8950865228453306	2.8950865228453306e-05	0.021321961620469083	0.0049368159769290045	Positive	animalid0
NLL	Left	3454128.1999999997	3.4541281999999995	301	8.714210433764445e-05	87.14210433764445	0.02622977340563098	0.056738925541941564	0.014963967258324436	Negative	animalid0
NLL	Right	3668198.3	3.6681983	5	1.36306698577337e-06	1.3630669857733702	6.81533492886685e-06	0.018867924528301886	0.00568178663679927	Positive	animalid0
NLL	Right	3668198.3	3.6681983	350	9.541468900413591e-05	95.41468900413591	0.033395141151447566	0.050229621125143516	0.014584326558868458	Negative	animalid0
NTB	both	719073.1	0.7190731	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTB	both	719073.1	0.7190731	67	9.317550607858923e-05	93.17550607858922	0.006242758907265478	0.0054591379450827015	0.015128654222335202	Negative	animalid0
NTB	Right	364940.9	0.3649409	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTB	Right	364940.9	0.3649409	45	0.00012330763693518593	123.30763693518594	0.005548843662083367	0.006458094144661309	0.01884781958663816	Negative	animalid0
NTB	Left	354132.2	0.3541322	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTB	Left	354132.2	0.3541322	22	6.21236927904325e-05	62.1236927904325	0.001366721241389515	0.0041470311027332705	0.010667827130732407	Negative	animalid0
NTS	Right	2189.2	0.0021891999999999997	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTS	Right	2189.2	0.0021891999999999997	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
NTS	Left	356.97	0.00035697	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTS	Left	356.97	0.00035697	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
NTS	both	2546.17	0.00254617	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
NTS	both	2546.17	0.00254617	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
P5	Right	691714.9	0.6917149	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
P5	Right	691714.9	0.6917149	34	4.915319881066607e-05	49.15319881066607	0.0016712087595626463	0.004879448909299655	0.007513165010019211	Negative	animalid0
P5	both	1471171.9	1.4711718999999999	3	2.0391906615399604e-06	2.03919066153996	6.11757198461988e-06	0.004087193460490463	0.004819882050000929	Positive	animalid0
P5	both	1471171.9	1.4711718999999999	56	3.806489234874592e-05	38.06489234874593	0.0021316339715297715	0.004562861566039273	0.006180493335543248	Negative	animalid0
P5	Left	779457.0	0.779457	3	3.848833226207475e-06	3.8488332262074754	1.1546499678622425e-05	0.006396588486140725	0.006563182555594866	Positive	animalid0
P5	Left	779457.0	0.779457	22	2.8224776992188152e-05	28.224776992188154	0.0006209450938281393	0.0041470311027332705	0.004846734445936024	Negative	animalid0
PA	both	1008905.1799999999	1.00890518	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PA	both	1008905.1799999999	1.00890518	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PA	Left	540765.96	0.54076596	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PA	Left	540765.96	0.54076596	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PA	Right	468139.22000000003	0.46813922	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PA	Right	468139.22000000003	0.46813922	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PAR	both	8194220.0	8.19422	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PAR	both	8194220.0	8.19422	10	1.220372408844283e-06	1.2203724088442829	1.2203724088442829e-05	0.0008147967082212988	0.00019814855827357785	Negative	animalid0
PAR	Left	4036120.6	4.0361206	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PAR	Left	4036120.6	4.0361206	9	2.229863993657672e-06	2.229863993657672	2.006877594291905e-05	0.0016965127238454288	0.00038291032842542366	Negative	animalid0
PAR	Right	4158099.4	4.1580994	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PAR	Right	4158099.4	4.1580994	1	2.4049449130533054e-07	0.2404944913053305	2.4049449130533054e-07	0.00014351320321469576	3.676006528359438e-05	Negative	animalid0
PARN	Left	1470594.1	1.4705941	1	6.799972881708147e-07	0.6799972881708147	6.799972881708147e-07	0.0021321961620469083	0.0011595582550019087	Positive	animalid0
PARN	Left	1470594.1	1.4705941	74	5.031979932464029e-05	50.31979932464029	0.0037236651500233814	0.013949104618284637	0.008640872690219077	Negative	animalid0
PARN	Right	1341874.7	1.3418747	2	1.4904521264168704e-06	1.4904521264168704	2.9809042528337408e-06	0.007547169811320755	0.00621277682098628	Positive	animalid0
PARN	Right	1341874.7	1.3418747	104	7.750351057367726e-05	77.50351057367726	0.008060365099662434	0.014925373134328358	0.011846567016701457	Negative	animalid0
PARN	both	2812468.8	2.8124688	3	1.0666784996868234e-06	1.0666784996868233	3.2000354990604697e-06	0.004087193460490463	0.002521227980653781	Positive	animalid0
PARN	both	2812468.8	2.8124688	178	6.328959098141818e-05	63.28959098141818	0.011265547194692437	0.014503381406339118	0.010276159241070339	Negative	animalid0
PBG	Right	135677.1	0.1356771	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PBG	Right	135677.1	0.1356771	2	1.474088110668639e-05	14.740881106686391	2.948176221337278e-05	0.0002870264064293915	0.00225317323851519	Negative	animalid0
PBG	both	272010.7	0.2720107	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PBG	both	272010.7	0.2720107	2	7.352651936118689e-06	7.35265193611869	1.4705303872237378e-05	0.00016295934164425977	0.0011938301538700626	Negative	animalid0
PBG	Left	136333.6	0.1363336	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PBG	Left	136333.6	0.1363336	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PC5	Right	184774.2	0.1847742	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PC5	Right	184774.2	0.1847742	6	3.247206590530496e-05	32.47206590530496	0.00019483239543182976	0.0008610792192881745	0.004963420393096264	Negative	animalid0
PC5	Left	179039.4	0.1790394	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PC5	Left	179039.4	0.1790394	3	1.6756088324692778e-05	16.75608832469278	5.026826497407833e-05	0.0005655042412818096	0.0028773410852780974	Negative	animalid0
PC5	both	363813.6	0.36381359999999996	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PC5	both	363813.6	0.36381359999999996	9	2.4737942726715e-05	24.737942726715	0.000222641484540435	0.0007333170373991689	0.0040166326691989124	Negative	animalid0
PCG	Right	2337149.46	2.33714946	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PCG	Right	2337149.46	2.33714946	318	0.00013606318527870271	136.06318527870272	0.04326809291862747	0.04563719862227325	0.0207975307309172	Negative	animalid0
